House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
33,Anvilgain Road,Francis,Tucker,69,Head,Widowed,Male,Retired Medical technical officer,None,None
33,Anvilgain Road,Terence,Ward,13,Grandson,NA,Male,Student,None,NA
34,Anvilgain Road,Rosemary,Leonard,55,Head,Married,Female,"Engineer, land",None,Catholic
34,Anvilgain Road,Danny,Leonard,59,Husband,Married,Male,Legal secretary,None,Catholic
34,Anvilgain Road,Ross,Leonard,23,Son,Single,Male,Materials engineer,None,Catholic
35,Anvilgain Road,Wayne,Blackburn,74,Head,Widowed,Male,Retired Commercial art gallery manager,None,Christian
36,Anvilgain Road,Gerald,Thornton,73,Head,Widowed,Male,Retired Herpetologist,None,Christian
37,Anvilgain Road,Joyce,Bailey,45,Head,Married,Female,Air cabin crew,None,Catholic
37,Anvilgain Road,Frank,Bailey,50,Husband,Married,Male,Chief Technology Officer,None,Catholic
37,Anvilgain Road,Arthur,Bailey,8,Son,NA,Male,Student,None,NA
37,Anvilgain Road,Kerry,Bailey,7,Daughter,NA,Female,Student,None,NA
38,Anvilgain Road,Simon,Richards,59,Head,Single,Male,Hydrographic surveyor,None,Christian
39,Anvilgain Road,Marian,Gardner,37,Head,Single,Female,Bookseller,None,Catholic
39,Anvilgain Road,Eileen,Gardner,3,Daughter,NA,Female,Child,None,NA
40,Anvilgain Road,Judith,Gill,27,Head,Married,Female,Management consultant,None,None
40,Anvilgain Road,Charlie,Gill,31,Husband,Married,Male,"Secretary, company",None,None
40,Anvilgain Road,Rachael,Harper-Gill,10,Daughter,NA,Female,Student,None,NA
41,Anvilgain Road,Louis,Frost,27,Head,Single,Male,Marketing executive,None,Sikh
42,Anvilgain Road,Graeme,James,66,Head,Married,Male,Marketing executive,None,None
42,Anvilgain Road,Lisa,James,62,Wife,Married,Female,TEFL teacher,None,None
43,Anvilgain Road,Tom,Martin,68,Head,Single,Male,Retired Community education officer,None,Christian
44,Anvilgain Road,Wayne,Hussain,25,Head,Single,Male,Health physicist,None,Christian
45,Anvilgain Road,Mathew,Lloyd,103,Head,Widowed,Male,Retired Careers adviser,None,Christian
46,Anvilgain Road,Josephine,Miah,44,Head,Single,Female,"Therapist, horticultural",None,Methodist
47,Anvilgain Road,Stanley,Doherty,60,Head,Single,Male,"Engineer, chemical",None,None
48,Anvilgain Road,Ashley,Williams,74,Head,Widowed,Male,Retired Careers information officer,None,Catholic
49,Anvilgain Road,Brian,Wilson,38,Head,Divorced,Male,Barista,None,Christian
49,Anvilgain Road,Michelle,Wilson,7,Daughter,NA,Female,Student,None,NA
49,Anvilgain Road,Carl,Wilson,5,Son,NA,Male,Student,None,NA
1,Arrows Mission,Abdul,Wilson,50,Head,Married,Male,"Investment banker, operational",None,Catholic
1,Arrows Mission,Megan,Wilson,51,Wife,Married,Female,Bonds trader,None,Catholic
2,Arrows Mission,Albert,May,54,Head,Divorced,Male,Dispensing optician,None,Christian
3,Arrows Mission,Zoe,Davison,30,Head,Single,Female,Armed forces operational officer,None,None
4,Arrows Mission,Julia,Hill,22,Head,Single,Female,University Student,None,Christian
5,Arrows Mission,Damien,Mason,33,Head,Single,Male,Food technologist,None,None
6,Arrows Mission,Robert,Cox,62,Head,Single,Male,"Journalist, broadcasting",None,Methodist
7,Arrows Mission,Duncan,Holloway,62,Head,Single,Male,Energy engineer,None,Christian
8,Arrows Mission,Amber,Bennett,48,Head,Single,Female,Research scientist (maths),Physical Disability,Christian
9,Arrows Mission,Connor,Miles,56,Head,Single,Male,Government social research officer,None,None
10,Arrows Mission,Lynn,Jones,66,Head,Widowed,Female,Brewing technologist,None,Christian
11,Arrows Mission,Valerie,Smith,15,Head,Married,Female,Student,None,NA
11,Arrows Mission,Justin,Smith,19,Husband,Married,Male,University Student,None,NA
11,Arrows Mission,Jade,Jackson,28,Lodger,Single,Female,Community development worker,None,None
12,Arrows Mission,Gail,Carter-James,49,Head,Married,Female,Insurance underwriter,None,None
12,Arrows Mission,Robin,Carter-James,50,Husband,Married,Male,"Surveyor, land/geomatics",None,None
12,Arrows Mission,Stephen,Singh,15,Nephew,NA,Male,Student,None,NA
13,Arrows Mission,Carly,Kaur,46,Head,Single,Female,Sports administrator,None,None
13,Arrows Mission,Nigel,Ellis,45,Partner,Single,Male,"Engineer, mining",None,None
13,Arrows Mission,Karl,Kaur,15,Son,NA,Male,Student,None,NA
14,Arrows Mission,Linda,Mitchell,62,Head,Single,Female,Unemployed,None,Christian
15,Arrows Mission,Kelly,Lawson,62,Head,Single,Female,"Surveyor, rural practice",None,Christian
16,Arrows Mission,Declan,John,20,Head,Married,Male,Magazine journalist,None,None
16,Arrows Mission,Zoe,John,19,Wife,Married,Female,University Student,None,None
17,Arrows Mission,Reece,Schofield,71,Head,Single,Male,"Retired Research officer, political party",None,Catholic
18,Arrows Mission,Katherine,Griffiths,43,Head,Single,Female,Theatre director,None,None
19,Arrows Mission,Michael,Ali,55,Head,Divorced,Male,Musician,None,Christian
20,Arrows Mission,Matthew,Myers,65,Head,Single,Male,Insurance account manager,None,Christian
21,Arrows Mission,Tracy,Chapman,24,Head,Married,Female,"Physicist, medical",None,Muslim
21,Arrows Mission,Mitchell,Chapman,27,Husband,Married,Male,Chief Strategy Officer,None,Muslim
21,Arrows Mission,Roy,Chapman,7,Son,NA,Male,Student,None,NA
21,Arrows Mission,Eleanor,Chapman,4,Daughter,NA,Female,Child,None,NA
22,Arrows Mission,Tina,Gibson,52,Head,Single,Female,Landscape architect,None,Catholic
23,Arrows Mission,Natalie,Rogers,56,Head,Married,Female,TEFL teacher,None,None
23,Arrows Mission,Michael,Rogers,58,Husband,Married,Male,Pharmacologist,None,None
24,Arrows Mission,Barbara,Walker,69,Head,Married,Female,Retired Passenger transport manager,None,Catholic
24,Arrows Mission,Connor,Walker,74,Husband,Married,Male,Retired Applications developer,None,Catholic
24,Arrows Mission,Jayne,Walker,30,Daughter,Single,Female,"Librarian, academic",None,None
25,Arrows Mission,Jack,Matthews,42,Head,Single,Male,Unemployed,None,None
25,Arrows Mission,Nicole,Matthews,21,Daughter,Single,Female,University Student,None,None
26,Arrows Mission,Barbara,Dunn,84,Head,Widowed,Female,Retired Writer,None,Methodist
27,Arrows Mission,Hazel,Ward,21,Head,Single,Female,University Student,None,Catholic
28,Arrows Mission,Kenneth,Graham,63,Head,Single,Male,Unemployed,None,Christian
29,Arrows Mission,Deborah,Elliott,36,Head,Single,Female,Horticultural consultant,None,Catholic
30,Arrows Mission,Gerald,Hodgson,94,Head,Widowed,Male,Retired Translator,None,Muslim
31,Arrows Mission,Stacey,Smith,59,Head,Single,Female,Environmental education officer,None,Christian
32,Arrows Mission,Fiona,Robinson,56,Head,Single,Female,Hydrographic surveyor,None,Catholic
33,Arrows Mission,Jemma,Doherty,24,Head,Single,Female,Land,None,Christian
34,Arrows Mission,Benjamin,Atkins,54,Head,Married,Male,Air broker,None,Christian
34,Arrows Mission,Bethan,Atkins,51,Wife,Married,Female,Camera operator,None,None
35,Arrows Mission,Carolyn,Booth,48,Head,Divorced,Female,Youth worker,None,Christian
36,Arrows Mission,Marie,Goddard,66,Head,Widowed,Female,"Research officer, government",None,None
36,Arrows Mission,Rachel,Goddard,8,Granddaughter,NA,Female,Student,None,NA
37,Arrows Mission,Denise,Richardson,46,Head,Single,Female,"Psychologist, clinical",None,Christian
38,Arrows Mission,Geoffrey,Pritchard,79,Head,Single,Male,"Retired Research officer, political party",None,None
39,Arrows Mission,Lisa,Page,69,Head,Married,Female,"Retired Administrator, charities/voluntary organisations",None,None
39,Arrows Mission,James,Page,74,Husband,Married,Male,"Retired Designer, graphic",None,None
40,Arrows Mission,Karen,Smith,27,Head,Single,Female,Unemployed,None,None
41,Arrows Mission,Toby,Whitehouse,51,Head,Married,Male,Chiropractor,None,Catholic
41,Arrows Mission,Carole,Whitehouse,45,Wife,Married,Female,Secondary school teacher,None,Catholic
42,Arrows Mission,Janice,Chapman,66,Head,Single,Female,Tour manager,None,None
43,Arrows Mission,Adam,Parry,62,Head,Single,Male,"Education officer, museum",None,Christian
44,Arrows Mission,Diana,Carr,39,Head,Widowed,Female,Unemployed,None,Christian
44,Arrows Mission,Sally,Carr,6,Daughter,NA,Female,Student,None,NA
45,Arrows Mission,Susan,Sykes,42,Head,Married,Female,Land,None,None
45,Arrows Mission,Stewart,Sykes,47,Husband,Married,Male,Higher education lecturer,None,None
45,Arrows Mission,Linda,Sykes,15,Daughter,NA,Female,Student,None,NA
46,Arrows Mission,Norman,Bennett,65,Head,Widowed,Male,"Engineer, water",None,None
47,Arrows Mission,Kathryn,Howard,39,Head,Divorced,Female,Unemployed,None,Christian
47,Arrows Mission,Jonathan,Lawrence,36,Lodger,Single,Male,Proofreader,None,Catholic
48,Arrows Mission,Guy,Joyce,63,Head,Divorced,Male,Unemployed,None,None
49,Arrows Mission,Mohamed,Price,79,Head,Divorced,Male,Retired Comptroller,None,Catholic
50,Arrows Mission,Bruce,Williams,52,Head,Single,Male,"Research officer, trade union",None,Methodist
1,Bryan Road,Raymond,Lee,24,Head,Single,Male,Network engineer,None,Christian
1,Bryan Road,Marian,Johnson,20,Partner,Single,Female,University Student,None,None
2,Bryan Road,Leah,Richards,39,Head,Married,Female,Plant breeder/geneticist,None,Catholic
2,Bryan Road,Howard,Richards,41,Husband,Married,Male,"Surveyor, quantity",None,Catholic
2,Bryan Road,Joel,Richards,11,Son,NA,Male,Student,None,NA
3,Bryan Road,Clare,Dyer,61,Head,Married,Female,"Psychologist, occupational",None,None
3,Bryan Road,Martyn,Dyer,60,Husband,Married,Male,Chartered management accountant,None,None
3,Bryan Road,Terry,Dyer,14,Son,NA,Male,Student,None,NA
4,Bryan Road,Mohammad,Kay,46,Head,Widowed,Male,"Psychologist, counselling",None,Catholic
4,Bryan Road,Nicole,Kay,9,Daughter,NA,Female,Student,None,NA
5,Bryan Road,Heather,Bell,47,Head,Married,Female,Merchant navy officer,None,None
5,Bryan Road,Stanley,Bell,46,Husband,Married,Male,"Engineer, civil (contracting)",None,None
5,Bryan Road,Susan,Bell,22,Daughter,Divorced,Female,University Student,None,None
5,Bryan Road,Bethan,Bell,18,Daughter,Single,Female,Student,None,None
5,Bryan Road,Sally,Bell,14,Daughter,NA,Female,Student,None,NA
6,Bryan Road,Katherine,Hodgson,76,Head,Married,Female,Retired Dentist,None,Catholic
6,Bryan Road,James,Hodgson,75,Husband,Married,Male,Retired Quantity surveyor,None,None
7,Bryan Road,Dale,Brown,36,Head,Married,Male,Forensic psychologist,None,None
7,Bryan Road,Charlotte,Brown,34,Wife,Married,Female,"Psychotherapist, child",None,None
8,Bryan Road,Damien,Allen,43,Head,Married,Male,Outdoor activities/education manager,None,Christian
8,Bryan Road,Shirley,Allen,39,Wife,Married,Female,Unemployed,None,Christian
8,Bryan Road,Hollie,Allen,7,Daughter,NA,Female,Student,None,NA
8,Bryan Road,Keith,Allen,4,Adopted Son,NA,Male,Child,None,NA
8,Bryan Road,Mitchell,Allen,0,Son,NA,Male,Child,None,NA
9,Bryan Road,Jasmine,Shaw,27,Head,Married,Female,"Research officer, government",None,Jewish
9,Bryan Road,Douglas,Shaw,29,Husband,Married,Male,Financial risk analyst,None,Jewish
9,Bryan Road,Lucy,Walker,39,Lodger,Single,Female,Building services engineer,None,Catholic
10,Bryan Road,Liam,Holt,70,Head,Widowed,Male,Retired Cartographer,None,Christian
10,Bryan Road,Rosemary,Holt,15,Granddaughter,NA,Female,Student,None,NA
10,Bryan Road,Stacey,Mason,9,Granddaughter,NA,Female,Student,None,NA
10,Bryan Road,Holly,Mason,6,Granddaughter,NA,Female,Student,None,NA
10,Bryan Road,Pamela,Mason,6,Granddaughter,NA,Female,Student,None,NA
11,Bryan Road,Stanley,Gilbert,47,Head,Married,Male,Museum/gallery conservator,None,Catholic
11,Bryan Road,Jemma,Gilbert,45,Wife,Married,Female,Estate manager/land agent,None,Catholic
11,Bryan Road,James,Gilbert,26,Son,Single,Male,Unemployed,None,Catholic
12,Bryan Road,Clare,Sims,20,Head,Single,Female,University Student,None,None
12,Bryan Road,Linda,Marshall,47,None,Single,Female,Unemployed,None,None
12,Bryan Road,Samuel,Vincent,56,None,Single,Male,Unemployed,None,Christian
12,Bryan Road,Antony,Buckley,44,None,Single,Male,Merchant navy officer,None,None
12,Bryan Road,Alice,Holland,37,None,Single,Female,Food technologist,None,Catholic
13,Bryan Road,Bethan,Williamson,48,Head,Married,Female,Energy engineer,None,None
13,Bryan Road,Stanley,Williamson,54,Husband,Married,Male,Management consultant,None,None
13,Bryan Road,Douglas,Williamson,5,Son,NA,Male,Student,None,NA
13,Bryan Road,Billy,Williamson,4,Son,NA,Male,Child,None,NA
13,Bryan Road,Stuart,Carter,37,Lodger,Single,Male,"Scientist, physiological",None,None
14,Bryan Road,Abigail,Smith,62,Head,Divorced,Female,Tour manager,None,Christian
15,Bryan Road,Marc,Wilkinson,18,Head,Married,Male,Student,None,NA
15,Bryan Road,Ruth,Wilkinson,19,Wife,Married,Female,University Student,None,NA
16,Bryan Road,Diana,Walton,43,Head,Single,Female,"Designer, exhibition/display",None,None
16,Bryan Road,Ashley,Wood,44,Partner,Single,Male,Diplomatic Services operational officer,None,None
16,Bryan Road,Rebecca,Walton,2,Daughter,NA,Female,Child,None,NA
17,Bryan Road,Teresa,O'Neill,46,Head,Married,Female,Arts administrator,None,Christian
17,Bryan Road,Howard,O'Neill,44,Husband,Married,Male,Health promotion specialist,None,None
17,Bryan Road,Ben,O'Neill,16,Son,NA,Male,Student,None,NA
17,Bryan Road,June,O'Neill,13,Daughter,NA,Female,Student,None,NA
17,Bryan Road,Antony,O'Neill,13,Son,NA,Male,Student,None,NA
18,Bryan Road,Lydia,Cole,73,Head,Widowed,Female,Retired Recruitment consultant,None,Christian
18,Bryan Road,Melanie,Cole,32,Daughter,Single,Female,Conference centre manager,None,None
18,Bryan Road,Sandra,Cole,30,Daughter,Divorced,Female,"Scientist, forensic",None,Christian
19,Bryan Road,Shirley,Campbell,75,Head,Married,Female,Retired Electronics engineer,None,None
19,Bryan Road,Timothy,Dixon,78,Husband,Married,Male,Retired Sports therapist,None,None
20,Bryan Road,Julia,Patel,82,Head,Widowed,Female,"Retired Geneticist, molecular",None,Christian
21,Bryan Road,Joseph,Curtis,72,Head,Married,Male,Retired Contractor,None,Christian
21,Bryan Road,Helen,Curtis,70,Wife,Married,Female,Retired Haematologist,None,Christian
22,Bryan Road,Josephine,Cooper,35,Head,Divorced,Female,Diplomatic Services operational officer,None,Catholic
23,Bryan Road,Alison,Thomas,40,Head,Married,Female,"Administrator, charities/voluntary organisations",None,Catholic
23,Bryan Road,Brandon,Thomas,38,Husband,Married,Male,Research scientist (physical sciences),None,Catholic
23,Bryan Road,Leah,Thomas,7,Daughter,NA,Female,Student,None,NA
23,Bryan Road,Hugh,Thomas,7,Son,NA,Male,Student,None,NA
23,Bryan Road,Alex,Thomas,5,Son,NA,Male,Student,None,NA
24,Bryan Road,Frank,Bailey,38,Head,Divorced,Male,"Nurse, mental health",None,Catholic
25,Bryan Road,Jessica,Goddard,39,Head,Married,Female,Sports administrator,None,Christian
25,Bryan Road,Jeffrey,Goddard,43,Husband,Married,Male,"Engineer, materials",None,Christian
25,Bryan Road,Jason,Goddard,3,Son,NA,Male,Child,None,NA
25,Bryan Road,Ricky,Goddard,2,Son,NA,Male,Child,None,NA
25,Bryan Road,Carole,Goddard,1,Daughter,NA,Female,Child,None,NA
26,Bryan Road,Heather,Clarke,73,Head,Married,Female,Retired Physiological scientist,None,None
26,Bryan Road,Lewis,Clarke,72,Husband,Married,Male,Retired Warehouse manager,None,None
27,Bryan Road,Marc,Kaur,21,Head,Single,Male,University Student,None,None
28,Bryan Road,Bethany,Ellis,34,Head,Married,Female,"Engineer, energy",None,Methodist
28,Bryan Road,Suzanne,Ellis,38,Wife,Married,Female,Dealer,None,Methodist
28,Bryan Road,Craig,Harrison,26,None,Married,Male,Engineering geologist,None,None
28,Bryan Road,Kimberley,Harrison,22,None,Married,Female,University Student,None,None
29,Bryan Road,Garry,Little,71,Head,Married,Male,Retired Youth worker,None,Christian
29,Bryan Road,Stephanie,Little,66,Wife,Married,Female,Magazine features editor,None,Christian
30,Bryan Road,Nicola,Russell,53,Head,Single,Female,Control and instrumentation engineer,None,Christian
30,Bryan Road,Stewart,Bell,53,Partner,Single,Male,Systems analyst,None,Christian
31,Bryan Road,Georgia,Ward,58,Head,Married,Female,"Scientist, research (life sciences)",None,Christian
31,Bryan Road,Richard,Ward,62,Husband,Married,Male,Advertising art director,None,Christian
31,Bryan Road,Katherine,Ward,34,Daughter,Divorced,Female,Sales executive,None,Christian
31,Bryan Road,Alice,Ward,33,Daughter,Single,Female,Colour technologist,None,None
31,Bryan Road,Judith,Ward,33,Daughter,Divorced,Female,Museum/gallery conservator,None,None
32,Bryan Road,Lauren,Brennan,35,Head,Married,Female,Scientific laboratory technician,None,None
32,Bryan Road,Douglas,Brennan,37,Husband,Married,Male,Research scientist (medical),None,None
32,Bryan Road,Heather,Brennan,8,Daughter,NA,Female,Student,None,NA
32,Bryan Road,Megan,Jenkins-Brennan,5,Daughter,NA,Female,Student,None,NA
33,Bryan Road,Diana,Jones,20,Head,Single,Female,Manufacturing engineer,None,None
34,Bryan Road,Diana,Barton,34,Head,Single,Female,Water engineer,None,None
34,Bryan Road,Katy,Nicholls,62,None,Single,Female,Manufacturing engineer,None,Christian
34,Bryan Road,Joanna,Pearce,37,None,Single,Female,"Designer, ceramics/pottery",None,Catholic
34,Bryan Road,Brenda,Hobbs,43,None,Single,Female,"Pilot, airline",None,None
34,Bryan Road,Catherine,Williams,61,None,Single,Female,"Engineer, site",None,None
35,Bryan Road,Declan,McCarthy,89,Head,Widowed,Male,Retired Paramedic,None,Christian
36,Bryan Road,Geraldine,Kay,72,Head,Married,Female,Retired Museum/gallery conservator,None,Christian
36,Bryan Road,Phillip,Kay,72,Husband,Married,Male,"Retired Teacher, primary school",None,Christian
1,Fitzgerald Road,Tina,Chambers,40,Head,Single,Female,Clinical embryologist,None,Catholic
1,Fitzgerald Road,Gregory,Chambers,10,Son,NA,Male,Student,None,NA
2,Fitzgerald Road,Georgia,Harris,44,Head,Single,Female,Unemployed,None,None
2,Fitzgerald Road,Roger,Harris,8,Son,NA,Male,Student,None,NA
2,Fitzgerald Road,Thomas,Harris,8,Son,NA,Male,Student,None,NA
3,Fitzgerald Road,Louise,Turner,47,Head,Divorced,Female,"Engineer, production",None,Catholic
3,Fitzgerald Road,Jane,Turner,1,Daughter,NA,Female,Child,None,NA
4,Fitzgerald Road,Albert,Goodwin,66,Head,Widowed,Male,Tax inspector,None,Christian
5,Fitzgerald Road,Alice,Burton,39,Head,Single,Female,"Therapist, art",None,Catholic
5,Fitzgerald Road,Wayne,Parkin,40,Partner,Single,Male,Teaching laboratory technician,None,Catholic
5,Fitzgerald Road,Gareth,Burton,4,Son,NA,Male,Child,None,NA
5,Fitzgerald Road,Eric,Fisher,50,Lodger,Divorced,Male,Textile designer,None,Christian
